ID,vote,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
9882,No,Urban,Yes,2,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
9883,No,Rural,Yes,2,64,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
9884,No,Rural,Yes,7,47,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9885,No,Rural,Yes,4,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
9886,No,Rural,Yes,10,35,Female,Spouse,Married/Living together,Primary education,Self employed
9887,No,Rural,No,7,27,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9888,No,Urban,No,2,25,Male,Head of Household,Single/Never Married,Primary education,Informally employed
9889,No,Rural,No,2,70,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
9890,No,Urban,No,2,76,Female,Spouse,Single/Never Married,No formal education,Informally employed
9891,No,Rural,Yes,4,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
9892,No,Urban,Yes,2,32,Male,Head of Household,Single/Never Married,No formal education,Self employed
9893,No,Rural,Yes,5,55,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
9894,No,Rural,Yes,4,39,Female,Head of Household,Married/Living together,Primary education,Informally employed
9895,No,Rural,Yes,5,60,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9896,No,Rural,Yes,2,23,Female,Spouse,Single/Never Married,Primary education,Informally employed
9897,Yes,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Secondary education,Informally employed
9898,No,Urban,Yes,4,40,Female,Other non-relatives,Married/Living together,Secondary education,Formally employed Private
9899,No,Rural,Yes,6,27,Female,Other relative,Married/Living together,Primary education,Informally employed
9900,No,Rural,No,6,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
9901,No,Rural,Yes,4,27,Female,Child,Single/Never Married,Primary education,Farming and Fishing
9902,Yes,Rural,No,3,21,Female,Other relative,Single/Never Married,Primary education,Self employed
9903,No,Rural,Yes,8,23,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
9904,No,Urban,No,3,48,Male,Head of Household,Single/Never Married,Primary education,Self employed
9905,No,Urban,Yes,2,22,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
9906,No,Rural,Yes,2,75,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9907,No,Urban,Yes,6,70,Female,Spouse,Single/Never Married,No formal education,Self employed
9908,No,Rural,Yes,6,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
9909,No,Urban,Yes,1,59,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9910,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,Secondary education,Informally employed
9911,No,Rural,No,1,31,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
9912,Yes,Urban,Yes,2,32,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
9913,No,Urban,No,2,21,Female,Spouse,Single/Never Married,Primary education,Self employed
9914,No,Rural,No,3,28,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
9915,No,Rural,Yes,1,50,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
9916,Yes,Urban,Yes,5,32,Female,Spouse,Married/Living together,Vocational/Specialised training,Informally employed
9917,No,Rural,Yes,8,17,Female,Parent,Single/Never Married,Primary education,Other Income
9918,No,Rural,Yes,2,61,Female,Spouse,Married/Living together,Primary education,Informally employed
9919,No,Urban,Yes,1,20,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
9920,No,Rural,No,7,56,Male,Head of Household,Married/Living together,No formal education,Informally employed
9921,No,Urban,Yes,6,39,Female,Spouse,Married/Living together,Primary education,Self employed
9922,No,Rural,No,2,77,Female,Head of Household,Widowed,No formal education,Government Dependent
9923,No,Urban,No,2,45,Male,Head of Household,Single/Never Married,Primary education,Self employed
9924,No,Urban,No,3,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
9925,Yes,Rural,Yes,4,56,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
9926,No,Rural,Yes,7,16,Male,Child,Single/Never Married,Primary education,Farming and Fishing
9927,No,Urban,Yes,4,21,Male,Child,Single/Never Married,Secondary education,Informally employed
9928,No,Urban,Yes,3,39,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
9929,No,Rural,No,1,35,Male,Head of Household,Single/Never Married,Primary education,Informally employed
9930,No,Urban,Yes,7,42,Male,Head of Household,Single/Never Married,Primary education,Self employed
9931,No,Urban,Yes,2,25,Male,Head of Household,Single/Never Married,Primary education,Self employed
9932,No,Urban,No,2,27,Female,Spouse,Single/Never Married,Primary education,Self employed
9933,No,Rural,Yes,3,62,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9934,No,Rural,No,3,55,Female,Spouse,Married/Living together,No formal education,Other Income
9935,No,Urban,No,1,44,Female,Head of Household,Married/Living together,Primary education,Informally employed
9936,No,Urban,Yes,1,48,Female,Head of Household,Married/Living together,Primary education,Self employed
9937,No,Rural,Yes,6,41,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9938,No,Rural,Yes,6,19,Male,Child,Single/Never Married,Secondary education,Informally employed
9939,No,Rural,Yes,2,40,Female,Spouse,Single/Never Married,Primary education,Self employed
9940,No,Rural,Yes,8,26,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
9941,No,Rural,Yes,4,28,Female,Other relative,Single/Never Married,Primary education,Informally employed
9942,Yes,Rural,Yes,3,52,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
9943,Yes,Rural,Yes,5,39,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9944,No,Rural,No,6,23,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
9945,No,Rural,Yes,6,18,Female,Child,Single/Never Married,Secondary education,Informally employed
9946,Yes,Rural,Yes,4,37,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
9947,No,Rural,No,5,51,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
9948,No,Urban,Yes,6,42,Female,Spouse,Married/Living together,Secondary education,Self employed
9949,No,Rural,No,4,25,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
9950,No,Rural,No,3,47,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
9951,No,Rural,Yes,5,56,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
9952,No,Rural,No,4,52,Female,Head of Household,Married/Living together,No formal education,Informally employed
9953,No,Rural,No,1,39,Male,Head of Household,Married/Living together,Primary education,Informally employed
9954,No,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
9955,No,Rural,No,7,23,Female,Spouse,Married/Living together,No formal education,Informally employed
9956,No,Rural,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Informally employed
9957,No,Urban,No,1,51,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
9958,No,Rural,Yes,5,54,Female,Spouse,Married/Living together,No formal education,Self employed
9959,No,Urban,Yes,3,18,Male,Parent,Divorced/Seperated,Primary education,Self employed
9960,No,Rural,Yes,4,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
9961,No,Rural,No,4,64,Male,Head of Household,Married/Living together,No formal education,Informally employed
9962,Yes,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
9963,No,Rural,Yes,4,45,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9964,No,Urban,Yes,2,55,Female,Spouse,Married/Living together,No formal education,Other Income
9965,No,Rural,No,2,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
9966,No,Urban,Yes,1,34,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
9967,Yes,Rural,Yes,2,35,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
9968,No,Rural,Yes,4,23,Female,Parent,Divorced/Seperated,Secondary education,Self employed
9969,No,Urban,No,6,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
9970,No,Rural,Yes,3,29,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
9971,No,Rural,Yes,2,79,Female,Head of Household,Widowed,No formal education,Farming and Fishing
9972,No,Rural,Yes,8,39,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
9973,No,Rural,No,2,26,Male,Head of Household,Single/Never Married,No formal education,Informally employed
9974,No,Rural,Yes,5,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
9975,No,Rural,No,3,66,Female,Spouse,Married/Living together,No formal education,Informally employed
9976,No,Rural,Yes,2,25,Female,Spouse,Single/Never Married,Secondary education,No Income
9977,No,Rural,Yes,1,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
9978,No,Urban,Yes,5,48,Female,Head of Household,Single/Never Married,Primary education,Self employed
9979,No,Rural,Yes,5,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9980,No,Rural,No,1,70,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
9981,No,Rural,Yes,4,21,Male,Head of Household,Married/Living together,Primary education,Informally employed
9982,No,Rural,Yes,3,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9983,No,Urban,Yes,1,28,Female,Head of Household,Divorced/Seperated,Tertiary education,Formally employed Private
9984,No,Urban,Yes,3,20,Female,Spouse,Single/Never Married,Primary education,Self employed
9985,No,Rural,Yes,1,43,Female,Head of Household,Married/Living together,Primary education,Informally employed
9986,No,Rural,Yes,4,29,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
9987,Yes,Urban,Yes,6,37,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
9988,No,Urban,Yes,4,32,Female,Spouse,Married/Living together,Secondary education,Self employed
9989,No,Urban,Yes,2,60,Female,Spouse,Single/Never Married,No formal education,Informally employed
9990,No,Urban,Yes,6,19,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
9991,No,Rural,No,1,43,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
9992,Yes,Urban,Yes,2,30,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
9993,No,Rural,Yes,5,28,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
9994,No,Rural,Yes,1,70,Female,Head of Household,Widowed,No formal education,Farming and Fishing
9995,No,Rural,Yes,7,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
9996,No,Rural,Yes,6,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
9997,No,Rural,No,3,29,Female,Spouse,Single/Never Married,Primary education,Self employed
9998,No,Urban,Yes,2,55,Female,Head of Household,Widowed,Secondary education,Self employed
9999,No,Urban,Yes,4,53,Female,Head of Household,Widowed,No formal education,Remittance Dependent
10000,Yes,Rural,Yes,2,44,Male,Head of Household,Single/Never Married,Primary education,Informally employed
10001,No,Urban,No,2,29,Female,Parent,Married/Living together,Primary education,Informally employed
10002,No,Rural,Yes,4,57,Female,Head of Household,Married/Living together,Primary education,Self employed
10003,No,Rural,Yes,5,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
10004,No,Rural,Yes,1,78,Female,Head of Household,Widowed,No formal education,Farming and Fishing
10005,No,Urban,Yes,1,60,Female,Head of Household,Single/Never Married,No formal education,Self employed
10006,No,Rural,Yes,5,51,Female,Spouse,Married/Living together,No formal education,Informally employed
10007,No,Rural,No,8,35,Male,Head of Household,Married/Living together,Primary education,Self employed
10008,No,Rural,Yes,2,29,Female,Spouse,Single/Never Married,Primary education,Self employed
10009,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,No formal education,Informally employed
10010,No,Rural,No,5,50,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
10011,No,Rural,Yes,5,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
10012,No,Rural,Yes,5,20,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
